 11.000000, 15.887014, 37.780000, -0.510000,  1.701000, 93.900000,  4.000000,  5.000000,  2.000000,  4.000000,  4.000000,  3.000000,  3.000000,  4.000000,  4.000000,  3.000000,  6.000000,  2.000000
 11.000000, 16.362935, 40.380000, -2.030000,  1.777000,102.600000,  2.000000,  7.000000,  2.000000,  6.000000,  2.000000,  3.000000,  3.000000,  2.000000,  6.000000,  1.000000,  8.000000,  2.000000
 16.000000, 21.395072, 63.350000,  2.040000,  2.981000,136.000000,  2.000000,  7.000000,  7.000000,  6.000000,  4.000000,  6.000000,  6.000000,  2.000000,  8.000000,  2.000000,  7.000000,  7.000000
  6.000000,  8.881706, 16.920000,  1.790000,  0.805000, 42.700000,  3.000000,  1.000000,  2.000000,  0.000000,  3.000000,  3.000000,  3.000000,  3.000000,  0.000000,  3.000000,  1.000000,  2.000000
 17.000000, 25.530009, 53.410000, -5.790000,  2.363000,156.900000,  7.000000,  7.000000,  3.000000,  7.000000,  8.000000,  2.000000,  3.000000,  7.000000,  7.000000,  7.000000,  7.000000,  3.000000
  6.000000,  8.345463, 24.190000, -1.170000,  1.093000, 55.700000,  1.000000,  4.000000,  1.000000,  3.000000,  1.000000,  2.000000,  2.000000,  1.000000,  3.000000,  1.000000,  4.000000,  1.000000
  9.000000, 12.384249, 35.770000,  1.240000,  1.633000, 73.200000,  2.000000,  4.000000,  3.000000,  3.000000,  2.000000,  4.000000,  4.000000,  2.000000,  3.000000,  2.000000,  4.000000,  3.000000
  3.000000,  5.465070, 10.030000,  1.170000,  0.469000, 19.800000,  1.000000,  1.000000,  1.000000,  0.000000,  1.000000,  2.000000,  2.000000,  1.000000,  0.000000,  1.000000,  1.000000,  1.000000
  6.000000,  8.864602, 18.980000,  1.420000,  0.881000, 43.700000,  2.000000,  3.000000,  1.000000,  1.000000,  2.000000,  3.000000,  3.000000,  2.000000,  1.000000,  2.000000,  3.000000,  1.000000
 10.000000, 13.509898, 45.500000, -2.500000,  2.061000,100.700000,  2.000000,  2.000000,  6.000000,  7.000000,  2.000000,  1.000000,  2.000000,  1.000000,  7.000000,  2.000000,  2.000000,  6.000000
  5.000000,  7.690244, 18.040000,  0.430000,  0.815000, 41.700000,  1.000000,  3.000000,  1.000000,  1.000000,  2.000000,  2.000000,  2.000000,  1.000000,  2.000000,  1.000000,  3.000000,  1.000000
 13.000000, 19.220647, 43.880000,  4.510000,  2.014000, 98.600000,  6.000000,  4.000000,  3.000000,  2.000000,  7.000000,  4.000000,  6.000000,  5.000000,  2.000000,  5.000000,  5.000000,  3.000000
 15.000000, 21.155231, 60.380000,  0.850000,  2.804000,126.500000,  2.000000,  8.000000,  5.000000,  7.000000,  3.000000,  5.000000,  6.000000,  2.000000,  7.000000,  2.000000,  8.000000,  5.000000
 10.000000, 14.245194, 38.510000,  2.370000,  1.815000, 80.500000,  3.000000,  2.000000,  5.000000,  3.000000,  3.000000,  4.000000,  4.000000,  3.000000,  3.000000,  1.000000,  4.000000,  5.000000
  3.000000,  5.696417,  8.220000, -1.220000,  0.367000, 29.000000,  3.000000,  0.000000,  0.000000,  1.000000,  2.000000,  0.000000,  0.000000,  2.000000,  1.000000,  1.000000,  2.000000,  0.000000
 10.000000, 13.230200, 41.410000,  4.770000,  1.924000, 67.300000,  3.000000,  4.000000,  3.000000,  1.000000,  4.000000,  5.000000,  6.000000,  3.000000,  1.000000,  2.000000,  5.000000,  3.000000
 12.000000, 17.514039, 37.670000, -2.780000,  1.624000,113.000000,  3.000000,  8.000000,  1.000000,  6.000000,  3.000000,  3.000000,  3.000000,  3.000000,  6.000000,  3.000000,  8.000000,  1.000000
 17.000000, 24.386388, 53.430000,  4.540000,  2.502000,130.100000,  8.000000,  5.000000,  4.000000,  2.000000, 10.000000,  5.000000,  6.000000,  8.000000,  3.000000,  6.000000,  7.000000,  4.000000
  8.000000, 10.984308, 31.650000,  0.050000,  1.429000, 69.400000,  3.000000,  2.000000,  3.000000,  3.000000,  3.000000,  2.000000,  3.000000,  2.000000,  3.000000,  3.000000,  2.000000,  3.000000
  5.000000,  6.928398, 19.750000,  1.960000,  0.942000, 39.100000,  2.000000,  1.000000,  2.000000,  1.000000,  2.000000,  2.000000,  2.000000,  2.000000,  1.000000,  2.000000,  1.000000,  2.000000
 15.000000, 21.146036, 52.750000, -3.500000,  2.366000,144.000000,  5.000000,  5.000000,  5.000000,  8.000000,  5.000000,  2.000000,  3.000000,  4.000000,  8.000000,  5.000000,  5.000000,  5.000000
  5.000000,  7.463192, 13.100000, -1.040000,  0.576000, 42.500000,  3.000000,  2.000000,  0.000000,  1.000000,  3.000000,  1.000000,  1.000000,  3.000000,  1.000000,  2.000000,  3.000000,  0.000000
  8.000000, 10.368715, 27.620000,  3.610000,  1.293000, 56.200000,  3.000000,  3.000000,  2.000000,  1.000000,  3.000000,  4.000000,  4.000000,  3.000000,  1.000000,  3.000000,  3.000000,  2.000000
 11.000000, 14.909556, 37.490000, -2.600000,  1.707000,102.500000,  3.000000,  6.000000,  2.000000,  6.000000,  3.000000,  2.000000,  2.000000,  3.000000,  6.000000,  3.000000,  6.000000,  2.000000
  3.000000,  6.431684, 10.780000,  1.800000,  0.477000, 23.400000,  0.000000,  3.000000,  0.000000,  1.000000,  0.000000,  2.000000,  2.000000,  0.000000,  1.000000,  0.000000,  3.000000,  0.000000
